"Country Code","Year","Population"
"IBD","1979",2843527325
"IBT","1979",3466364393
"IDA","1979",622837068
"IDB","1979",204695751
"IDN","1979",144053518
"IDX","1979",418141317
"IMN","1979",63151
"IND","1979",680915804
"INX","1979",NA
"IRL","1979",3373750
"IRN","1979",37252659
"IRQ","1979",13257799
"ISL","1979",225735
"ISR","1979",3786000
"ITA","1979",56317749
"JAM","1979",2132690
"JOR","1979",2299655
"JPN","1979",115870000
"KAZ","1979",14362417
"KEN","1979",15662852
"KGZ","1979",3552000
"KHM","1979",6768724
"KIR","1979",58506
"KNA","1979",43457
"KOR","1979",37534236
"KWT","1979",1299683
"LAC","1979",336443919
"LAO","1979",3207328
"LBN","1979",2602566
"LBR","1979",1826881
"LBY","1979",3096729
"LCA","1979",116290
"LCN","1979",355593111
"LDC","1979",383429856
"LIC","1979",245012264
"LIE","1979",25447
"LKA","1979",14788607
"LMC","1979",1487118655
"LMY","1979",3442907917
"LSO","1979",1276663
"LTE","1979",1575117475
"LTU","1979",3397842
"LUX","1979",362856
"LVA","1979",2505953
"MAC","1979",235479
"MAF","1979",7303
"MAR","1979",19543347
"MCO","1979",26395
"MDA","1979",3366000
"MDG","1979",8469672
"MDV","1979",153386
"MEA","1979",180000521
"MEX","1979",67709689
"MHL","1979",29418
"MIC","1979",3197895653
"MKD","1979",1902719
"MLI","1979",6956579
"MLT","1979",313342
"MMR","1979",32613888
"MNA","1979",162829871
"MNE","1979",566888
"MNG","1979",1646291
"MNP","1979",15862
"MOZ","1979",11554979
"MRT","1979",1490603
"MUS","1979",949888
"MWI","1979",5986332
"MYS","1979",13460201
"NAC","1979",249385800
"NAM","1979",991226
"NCL","1979",138500
"NER","1979",5818506
"NGA","1979",71391290
"NIC","1979",3157355
"NLD","1979",14038270
"NOR","1979",4072517
"NPL","1979",14566691
"NRU","1979",7393
"NZL","1979",3109000
"OED","1979",979148318
"OMN","1979",1091853
"OSS","1979",13332553
"PAK","1979",75567682
"PAN","1979",1931389
"PER","1979",16924753
"PHL","1979",46113995
"PLW","1979",12124
"PNG","1979",3213360
"POL","1979",35247217
"PRE","1979",310230861
"PRI","1979",3168088
"PRK","1979",17235666
"PRT","1979",9661265
"PRY","1979",3094482
"PSE","1979",NA
"PSS","1979",1390028
"PST","1979",904034683
"PYF","1979",147296
"QAT","1979",205313
"ROU","1979",22090488
"RUS","1979",138027000
"RWA","1979",4968074
"SAS","1979",878933031
"SAU","1979",9179621
"SDN","1979",14002303
"SEN","1979",5448110
"SGP","1979",2383500
"SLB","1979",222897
"SLE","1979",3286179
"SLV","1979",4501316
"SMR","1979",21030
"SOM","1979",5953615
"SRB","1979",NA
"SSA","1979",374972295
"SSD","1979",4569423
"SSF","1979",375034981
"SST","1979",20157724
"STP","1979",92649
"SUR","1979",362125
"SVK","1979",4938973
"SVN","1979",1882599
"SWE","1979",8293678
"SWZ","1979",585344
"SXM","1979",NA
"SYC","1979",62686
"SYR","1979",8625690
"TCA","1979",7264
"TCD","1979",4420716
"TEA","1979",1321650185
"TEC","1979",386070618
"TGO","1979",2642846
"THA","1979",46412307
"TJK","1979",3794420
"TKM","1979",2805818
"TLA","1979",341845707
"TLS","1979",595872
"TMN","1979",162829871
"TON","1979",92300
"TSA","1979",878933031
"TSS","1979",375034981
"TTO","1979",1069202
"TUN","1979",6205212
"TUR","1979",42993991
"TUV","1979",7962
"TZA","1979",18109884
"UGA","1979",12178544
"UKR","1979",49751257
"UMC","1979",1710776998
"URY","1979",2896023
"USA","1979",225055000
"UZB","1979",15516862
"VCT","1979",99590
"VEN","1979",14931739
"VGB","1979",10792
"VIR","1979",96183
"VNM","1979",53169673
"VUT","1979",112580
"WLD","1979",4362863940
"WSM","1979",154760
"XKX","1979",1491000
"YEM","1979",7821552
"ZAF","1979",29017049
"ZMB","1979",5691749
"ZWE","1979",6921790
"ABW","1980",60096
"AFG","1980",13248370
"AGO","1980",8929900
"ALB","1980",2671997
"AND","1980",36067
"ARB","1980",165689490
"ARE","1980",1042384
"ARG","1980",28105888
"ARM","1980",3099751
"ASM","1980",32457
"ATG","1980",73442
"AUS","1980",14692000
"AUT","1980",7549433
"AZE","1980",6150738
"BDI","1980",4116817
"BEL","1980",9859242
"BEN","1980",3717165
"BFA","1980",6822843
"BGD","1980",81470860
"BGR","1980",8861535
"BHR","1980",359888
"BHS","1980",210661
"BIH","1980",4179855
"BLR","1980",9643000
"BLZ","1980",144155
"BMU","1980",54670
"BOL","1980",5589575
"BRA","1980",121159761
"BRB","1980",252194
"BRN","1980",193949
"BTN","1980",409172
"BWA","1980",1001158
"CAF","1980",2279821
"CAN","1980",24593000
"CEB","1980",106564905
"CHE","1980",6319408
"CHI","1980",128212
"CHL","1980",11266226
"CHN","1980",981235000
"CIV","1980",8293675
"CMR","1980",8618354
"COD","1980",26357462
"COG","1980",1839935
"COL","1980",27737900
"COM","1980",307829
"CPV","1980",286657
"CRI","1980",2389310
"CSS","1980",5497756
"CUB","1980",9835177
"CUW","1980",148041
"CYM","1980",16162
"CYP","1980",685406
"CZE","1980",10304193
"DEU","1980",78288576
"DJI","1980",358960
"DMA","1980",75314
"DNK","1980",5123027
"DOM","1980",5809269
"DZA","1980",19337715
"EAP","1980",1359492990
"EAR","1980",1592673530
"EAS","1980",1558178982
"ECA","1980",354494056
"ECS","1980",793937090
"ECU","1980",7976445
"EGY","1980",44099142
"EMU","1980",302363486
"ERI","1980",2385540
"ESP","1980",37491165
"EST","1980",1477219
"ETH","1980",35264898
"EUU","1980",464392913
"FCS","1980",205569660
"FIN","1980",4779535
"FJI","1980",635255
"FRA","1980",55340782
"FRO","1980",43514
"FSM","1980",72964
"GAB","1980",729159
"GBR","1980",56314216
"GEO","1980",4467700
"GHA","1980",10802028
"GIB","1980",30272
"GIN","1980",4511902
"GMB","1980",604369
"GNB","1980",800854
"GNQ","1980",255325
"GRC","1980",9642505
"GRD","1980",89005
"GRL","1980",50200
"GTM","1980",7283459
"GUM","1980",104133
"GUY","1980",780153
"HIC","1980",927555800
"HKG","1980",5063100
"HND","1980",3678286
"HPC","1980",271603169
"HRV","1980",4588000
"HTI","1980",5688836
"HUN","1980",10711122
"IBD","1980",2895417606
"IBT","1980",3535475763
"IDA","1980",640058157
"IDB","1980",211007189
"IDN","1980",147490365
"IDX","1980",429050968
"IMN","1980",63551
"IND","1980",696783517
"INX","1980",NA
"IRL","1980",3412800
"IRN","1980",38668220
"IRQ","1980",13653356
"ISL","1980",228138
"ISR","1980",3878000
"ITA","1980",56433883
"JAM","1980",2163045
"JOR","1980",2374422
"JPN","1980",116782000
"KAZ","1980",14518924
"KEN","1980",16268990
"KGZ","1980",3617400
"KHM","1980",6692107
"KIR","1980",59339
"KNA","1980",43210
"KOR","1980",38123775
"KWT","1980",1372318
"LAC","1980",344140576
"LAO","1980",3258144
"LBN","1980",2605293
"LBR","1980",1888314
"LBY","1980",3219466
"LCA","1980",117987
"LCN","1980",363543431
"LDC","1980",393279303
"LIC","1980",250969220
"LIE","1980",25866
"LKA","1980",15035856
"LMC","1980",1523416607
"LMY","1980",3511781968
"LSO","1980",1310118
"LTE","1980",1597224701
"LTU","1980",3413202
"LUX","1980",364150
"LVA","1980",2511701
"MAC","1980",238118
"MAF","1980",7580
"MAR","1980",20019847
"MCO","1980",26745
"MDA","1980",3396000
"MDG","1980",8716553
"MDV","1980",158385
"MEA","1980",185843847
"MEX","1980",69360871
"MHL","1980",30576
"MIC","1980",3260812748
"MKD","1980",1924197
"MLI","1980",7090126
"MLT","1980",316645
"MMR","1980",33369712
"MNA","1980",167755859
"MNE","1980",572608
"MNG","1980",1689622
"MNP","1980",16920
"MOZ","1980",11848331
"MRT","1980",1534085
"MUS","1980",966039
"MWI","1980",6163080
"MYS","1980",13798125
"NAC","1980",251872670
"NAM","1980",1012672
"NCL","1980",140050
"NER","1980",5988904
"NGA","1980",73460724
"NIC","1980",3249910
"NLD","1980",14149800
"NOR","1980",4085620
"NPL","1980",14902163
"NRU","1980",7488
"NZL","1980",3112900
"OED","1980",987928331
"OMN","1980",1154379
"OSS","1980",13628831
"PAK","1980",78068144
"PAN","1980",1978578
"PER","1980",17359120
"PHL","1980",47396968
"PLW","1980",12194
"PNG","1980",3304473
"POL","1980",35574150
"PRE","1980",319174900
"PRI","1980",3206000
"PRK","1980",17472140
"PRT","1980",9766312
"PRY","1980",3180630
"PSE","1980",NA
"PSS","1980",1420671
"PST","1980",910110515
"PYF","1980",151708
"QAT","1980",223775
"ROU","1980",22242653
"RUS","1980",139010000
"RWA","1980",5140716
"SAS","1980",900076467
"SAU","1980",9740599
"SDN","1980",14507468
"SEN","1980",5592646
"SGP","1980",2413945
"SLB","1980",230607
"SLE","1980",3365441
"SLV","1980",4580704
"SMR","1980",21361
"SOM","1980",6359126
"SRB","1980",NA
"SSA","1980",385822020
"SSD","1980",4705224
"SSF","1980",385885281
"SST","1980",20547258
"STP","1980",94949
"SUR","1980",362777
"SVK","1980",4979815
"SVN","1980",1901315
"SWE","1980",8310531
"SWZ","1980",603372
"SXM","1980",NA
"SYC","1980",63261
"SYR","1980",8930774
"TCA","1980",7519
"TCD","1980",4512042
"TEA","1980",1342000587
"TEC","1980",390068206
"TGO","1980",2720839
"THA","1980",47385323
"TJK","1980",3905413
"TKM","1980",2876808
"TLA","1980",349689363
"TLS","1980",587563
"TMN","1980",167755859
"TON","1980",93007
"TSA","1980",900076467
"TSS","1980",385885281
"TTO","1980",1085308
"TUN","1980",6368167
"TUR","1980",43975921
"TUV","1980",8052
"TZA","1980",18683157
"UGA","1980",12549540
"UKR","1980",49968812
"UMC","1980",1737396141
"URY","1980",2915778
"USA","1980",227225000
"UZB","1980",15939744
"VCT","1980",100505
"VEN","1980",15343916
"VGB","1980",11002
"VIR","1980",99636
"VNM","1980",54372514
"VUT","1980",115632
"WLD","1980",4439337768
"WSM","1980",155557
"XKX","1980",1521000
"YEM","1980",8120497
"ZAF","1980",29760471
"ZMB","1980",5889230
"ZWE","1980",7164172
"ABW","1981",60567
"AFG","1981",13053954
"AGO","1981",9244507
"ALB","1981",2726056
"AND","1981",37500
"ARB","1981",171051950
"ARE","1981",1120900
"ARG","1981",28543364
"ARM","1981",3148092
"ASM","1981",33493
"ATG","1981",73066
"AUS","1981",14927000
"AUT","1981",7568710
"AZE","1981",6249320
"BDI","1981",4223195
"BEL","1981",9858982
"BEN","1981",3820128
"BFA","1981",6985160
"BGD","1981",83721268
"BGR","1981",8891117
"BHR","1981",374120
"BHS","1981",215396
"BIH","1981",4222511
"BLR","1981",9710000
"BLZ","1981",147566
"BMU","1981",55050
"BOL","1981",5711599
"BRA","1981",124030908
"BRB","1981",253080
"BRN","1981",200085
"BTN","1981",420380
"BWA","1981",1038397
"CAF","1981",2346797
"CAN","1981",24900000
"CEB","1981",107187982
"CHE","1981",6354074
"CHI","1981",128981
"CHL","1981",11439144
"CHN","1981",993885000
"CIV","1981",8664057
"CMR","1981",8883016
"COD","1981",27039468
"COG","1981",1894676
"COL","1981",28375991
"COM","1981",317606
"CPV","1981",291602
"CRI","1981",2454129
"CSS","1981",5564200
"CUB","1981",9884213
"CUW","1981",148629
"CYM","1981",16789
"CYP","1981",689173
"CZE","1981",10300591
"DEU","1981",78407907
"DJI","1981",374937
"DMA","1981",75375
"DNK","1981",5121572
"DOM","1981",5943591
"DZA","1981",19943664
"EAP","1981",1380818027
"EAR","1981",1633179580
"EAS","1981",1581806991
"ECA","1981",358233804
"ECS","1981",799215272
"ECU","1981",8183194
"EGY","1981",45216506
"EMU","1981",303498663
"ERI","1981",2454766
"ESP","1981",37758631
"EST","1981",1487666
"ETH","1981",36120288
"EUU","1981",466099879
"FCS","1981",210939026
"FIN","1981",4799964
"FJI","1981",650955
"FRA","1981",55585824
"FRO","1981",43917
"FSM","1981",75462
"GAB","1981",747587
"GBR","1981",56333829
"GEO","1981",4504500
"GHA","1981",11117605
"GIB","1981",30334
"GIN","1981",4589784
"GMB","1981",625411
"GNB","1981",814507
"GNQ","1981",270063
"GRC","1981",9729350
"GRD","1981",90572
"GRL","1981",51000
"GTM","1981",7466488
"GUM","1981",106485
"GUY","1981",781732
"HIC","1981",935160587
"HKG","1981",5183400
"HND","1981",3792938
"HPC","1981",278728186
"HRV","1981",4608000
"HTI","1981",5818671
"HUN","1981",10711848
"IBD","1981",2948771308
"IBT","1981",3606560917
"IDA","1981",657789609
"IDB","1981",217484839
"IDN","1981",150978840
"IDX","1981",440304770
"IMN","1981",63540
"IND","1981",713118032
"INX","1981",NA
"IRL","1981",3453000
"IRN","1981",40217629
"IRQ","1981",14046540
"ISL","1981",230755
"ISR","1981",3956000
"ITA","1981",56501675
"JAM","1981",2197583
"JOR","1981",2461193
"JPN","1981",117648000
"KAZ","1981",14683789
"KEN","1981",16901677
"KGZ","1981",3685800
"KHM","1981",6748193
"KIR","1981",60133
"KNA","1981",42976
"KOR","1981",38723248
"KWT","1981",1442991
"LAC","1981",351924309
"LAO","1981",3323377
"LBN","1981",2615747
"LBR","1981",1957456
"LBY","1981",3347781
"LCA","1981",119594
"LCN","1981",371580994
"LDC","1981",403408681
"LIC","1981",257008637
"LIE","1981",26224
"LKA","1981",15273391
"LMC","1981",1560910438
"LMY","1981",3582642066
"LSO","1981",1343690
"LTE","1981",1619887922
"LTU","1981",3432947
"LUX","1981",365225
"LVA","1981",2519421
"MAC","1981",243427
"MAF","1981",7868
"MAR","1981",20511601
"MCO","1981",27164
"MDA","1981",3429000
"MDG","1981",8971345
"MDV","1981",163935
"MEA","1981",192015875
"MEX","1981",70992195
"MHL","1981",31893
"MIC","1981",3325633429
"MKD","1981",1941530
"MLI","1981",7234303
"MLT","1981",318982
"MMR","1981",34139130
"MNA","1981",172967490
"MNE","1981",579445
"MNG","1981",1733475
"MNP","1981",18604
"MOZ","1981",12133074
"MRT","1981",1578938
"MUS","1981",980462
"MWI","1981",6327569
"MYS","1981",14133840
"NAC","1981",254421050
"NAM","1981",1034264
"NCL","1981",142650
"NER","1981",6164006
"NGA","1981",75482552
"NIC","1981",3342669
"NLD","1981",14247208
"NOR","1981",4099702
"NPL","1981",15249010
"NRU","1981",7597
"NZL","1981",3124900
"OED","1981",996593865
"OMN","1981",1220587
"OSS","1981",13946143
"PAK","1981",80696945
"PAN","1981",2026065
"PER","1981",17792549
"PHL","1981",48715592
"PLW","1981",12387
"PNG","1981",3398469
"POL","1981",35898587
"PRE","1981",328020973
"PRI","1981",3242552
"PRK","1981",17731230
"PRT","1981",9851362
"PRY","1981",3271456
"PSE","1981",NA
"PSS","1981",1453521
"PST","1981",916187214
"PYF","1981",156243
"QAT","1981",248144
"ROU","1981",22415169
"RUS","1981",139941000
"RWA","1981",5315032
"SAS","1981",921696915
"SAU","1981",10366661
"SDN","1981",15027270
"SEN","1981",5750338
"SGP","1981",2532835
"SLB","1981",238479
"SLE","1981",3445277
"SLV","1981",4655364
"SMR","1981",21666
"SOM","1981",6604872
"SRB","1981",NA
"SSA","1981",397001521
"SSD","1981",4853927
"SSF","1981",397065556
"SST","1981",20963864
"STP","1981",96950
"SUR","1981",363325
"SVK","1981",5016105
"SVN","1981",1906531
"SWE","1981",8320503
"SWZ","1981",621276
"SXM","1981",NA
"SYC","1981",64035
"SYR","1981",9252851
"TCA","1981",7858
"TCD","1981",4610167
"TEA","1981",1363065691
"TEC","1981",394132391
"TGO","1981",2812039
"THA","1981",48337503
"TJK","1981",4020778
"TKM","1981",2947779
"TLA","1981",357632874
"TLS","1981",591005
"TMN","1981",172967490
"TON","1981",93453
"TSA","1981",921696915
"TSS","1981",397065556
"TTO","1981",1102556
"TUN","1981",6545024
"TUR","1981",44988356
"TUV","1981",8154
"TZA","1981",19277108
"UGA","1981",12930209
"UKR","1981",50221000
"UMC","1981",1764722991
"URY","1981",2935036
"USA","1981",229466000
"UZB","1981",16363562
"VCT","1981",101379
"VEN","1981",15761799
"VGB","1981",11315
"VIR","1981",99853
"VNM","1981",55627746
"VUT","1981",118580
"WLD","1981",4517802653
"WSM","1981",156428
"XKX","1981",1552000
"YEM","1981",8434017
"ZAF","1981",30532954
"ZMB","1981",6094206
"ZWE","1981",7431940
"ABW","1982",61345
"AFG","1982",12749645
"AGO","1982",9582156
"ALB","1982",2784278
"AND","1982",39114
"ARB","1982",176490084
"ARE","1982",1189545
"ARG","1982",28993987
"ARM","1982",3193686
"ASM","1982",34738
"ATG","1982",72448
"AUS","1982",15178000
"AUT","1982",7574140
"AZE","1982",6349558
"BDI","1982",4333386
"BEL","1982",9856303
"BEN","1982",3927714
"BFA","1982",7158255
"BGD","1982",86007331
"BGR","1982",8917457
"BHR","1982",385950
"BHS","1982",220275
"BIH","1982",4265310
"BLR","1982",9776000
"BLZ","1982",151500
"BMU","1982",55449
"BOL","1982",5835182
"BRA","1982",126947365
"BRB","1982",253841
"BRN","1982",206128
"BTN","1982",431050
"BWA","1982",1075889
"CAF","1982",2418844
"CAN","1982",25202000
"CEB","1982",107770794
"CHE","1982",6391309
"CHI","1982",129979
"CHL","1982",11615836
"CHN","1982",1008630000
"CIV","1982",9044473
"CMR","1982",9158566
"COD","1982",27717337
"COG","1982",1951195
"COL","1982",29027162
"COM","1982",326946
"CPV","1982",297285
"CRI","1982",2521168
"CSS","1982",5633661
"CUB","1982",9925623
"CUW","1982",150101
"CYM","1982",17356
"CYP","1982",691702
"CZE","1982",10314826
"DEU","1982",78333366
"DJI","1982",385271
"DMA","1982",75170
"DNK","1982",5117810
"DOM","1982",6078820
"DZA","1982",20575701
"EAP","1982",1404508193
"EAR","1982",1675078672
"EAS","1982",1607731271
"ECA","1982",361802765
"ECS","1982",803972967
"ECU","1982",8392940
"EGY","1982",46379620
"EMU","1982",304314034
"ERI","1982",2525521
"ESP","1982",37986012
"EST","1982",1498414
"ETH","1982",37136848
"EUU","1982",467389436
"FCS","1982",216213145
"FIN","1982",4826933
"FJI","1982",668198
"FRA","1982",55858727
"FRO","1982",44307
"FSM","1982",78059
"GAB","1982",766855
"GBR","1982",56313641
"GEO","1982",4542800
"GHA","1982",11488106
"GIB","1982",30381
"GIN","1982",4690605
"GMB","1982",648210
"GNB","1982",832668
"GNQ","1982",290617
"GRC","1982",9789513
"GRD","1982",93091
"GRL","1982",51500
"GTM","1982",7654819
"GUM","1982",108906
"GUY","1982",781246
"HIC","1982",942353440
"HKG","1982",5264500
"HND","1982",3910657
"HPC","1982",286006012
"HRV","1982",4635000
"HTI","1982",5955267
"HUN","1982",10705535
"IBD","1982",3004918685
"IBT","1982",3680972749
"IDA","1982",676054064
"IDB","1982",224129826
"IDN","1982",154506265
"IDX","1982",451924238
"IMN","1982",63191
"IND","1982",729868013
"INX","1982",NA
"IRL","1982",3485800
"IRN","1982",41883332
"IRQ","1982",14438309
"ISL","1982",233860
"ISR","1982",4031000
"ITA","1982",56543548
"JAM","1982",2235327
"JOR","1982",2559718
"JPN","1982",118449000
"KAZ","1982",14853993
"KEN","1982",17559430
"KGZ","1982",3759300
"KHM","1982",6918101
"KIR","1982",60920
"KNA","1982",42762
"KOR","1982",39326352
"KWT","1982",1511314
"LAC","1982",359782679
"LAO","1982",3401242
"LBN","1982",2632276
"LBR","1982",2031850
"LBY","1982",3480454
"LCA","1982",121154
"LCN","1982",379697683
"LDC","1982",413846599
"LIC","1982",263158391
"LIE","1982",26515
"LKA","1982",15502515
"LMC","1982",1599393541
"LMY","1982",3656828178
"LSO","1982",1377346
"LTE","1982",1644667178
"LTU","1982",3457179
"LUX","1982",365525
"LVA","1982",2531080
"MAC","1982",251219
"MAF","1982",8670
"MAR","1982",21016818
"MCO","1982",27624
"MDA","1982",3464000
"MDG","1982",9234129
"MDV","1982",169960
"MEA","1982",198499602
"MEX","1982",72602533
"MHL","1982",33330
"MIC","1982",3393669787
"MKD","1982",1955243
"MLI","1982",7387656
"MLT","1982",325898
"MMR","1982",34917895
"MNA","1982",178440308
"MNE","1982",587001
"MNG","1982",1777727
"MNP","1982",20856
"MOZ","1982",12409243
"MRT","1982",1625124
"MUS","1982",992521
"MWI","1982",6484452
"MYS","1982",14470633
"NAC","1982",256921449
"NAM","1982",1056366
"NCL","1982",145700
"NER","1982",6344382
"NGA","1982",77472907
"NIC","1982",3435525
"NLD","1982",14312690
"NOR","1982",4114787
"NPL","1982",15607236
"NRU","1982",7719
"NZL","1982",3156100
"OED","1982",1004836945
"OMN","1982",1290111
"OSS","1982",14286062
"PAK","1982",83445863
"PAN","1982",2073844
"PER","1982",18225730
"PHL","1982",50068493
"PLW","1982",12663
"PNG","1982",3495199
"POL","1982",36230481
"PRE","1982",336834728
"PRI","1982",3277453
"PRK","1982",18008564
"PRT","1982",9911771
"PRY","1982",3366719
"PSE","1982",NA
"PSS","1982",1488185
"PST","1982",921702426
"PYF","1982",160888
"QAT","1982",277396
"ROU","1982",22515389
"RUS","1982",140823000
"RWA","1982",5489322
"SAS","1982",943781613
"SAU","1982",11048080
"SDN","1982",15562194
"SEN","1982",5920059
"SGP","1982",2646466
"SLB","1982",246493
"SLE","1982",3525399
"SLV","1982",4725720
"SMR","1982",21943
"SOM","1982",6716448
"SRB","1982",NA
"SSA","1982",408512620
"SSD","1982",5011726
"SSF","1982",408577033
"SST","1982",21407908
"STP","1982",98706
"SUR","1982",364032
"SVK","1982",5055099
"SVN","1982",1910334
"SWE","1982",8325263
"SWZ","1982",639237
"SXM","1982",NA
"SYC","1982",64413
"SYR","1982",9590227
"TCA","1982",8244
"TCD","1982",4715197
"TEA","1982",1386477554
"TEC","1982",398033246
"TGO","1982",2915066
"THA","1982",49267560
"TJK","1982",4140258
"TKM","1982",3019066
"TLA","1982",365662995
"TLS","1982",604430
"TMN","1982",178440308
"TON","1982",93681
"TSA","1982",943781613
"TSS","1982",408577033
"TTO","1982",1120611
"TUN","1982",6733961
"TUR","1982",46025357
"TUV","1982",8284
